Australian Bureau of Statistics,,,,,,,,,
State Suburbs 2011 to State Suburbs 2016,,,,,,,,,
,,,,,,,,,
Table 2 QI indicator,,,,,,,,,
,,,,,,,,,
SSC_CODE_2016,SSC_NAME_2016,QI_INDICATOR,,,,,,,
40826,Marleston,Good,,,,,,,
40827,Marola,Poor,,,,,,,
40828,Marrabel,Acceptable,,,,,,,
40829,Marree,Poor,,,,,,,
40830,Marryatville,Good,,,,,,,
40831,Maryvale (SA),Poor,,,,,,,
40832,Maslin Beach,Good,,,,,,,
40833,Matta Flat,Poor,,,,,,,
40834,Maude (SA),Poor,,,,,,,
40835,Mawson Lakes,Good,,,,,,,
40836,Mayfield (SA),Poor,,,,,,,
40837,Maylands (SA),Good,,,,,,,
40838,McBean Pound,Poor,,,,,,,
40839,McCallum,Poor,,,,,,,
40840,McCracken,Good,,,,,,,
40841,McHarg Creek,Poor,,,,,,,
40842,McLaren Flat,Good,,,,,,,
40843,McLaren Vale,Good,,,,,,,
40844,Meadows,Good,,,,,,,
40845,Medindie,Good,,,,,,,
40846,Medindie Gardens,Good,,,,,,,
40847,Melrose (SA),Poor,,,,,,,
40848,Melrose Park (SA),Good,,,,,,,
40849,Melton (SA),Poor,,,,,,,
40850,Melton Station,Poor,,,,,,,
40851,Meningie,Poor,,,,,,,
40852,Meningie East,Poor,,,,,,,
40853,Meningie West,Poor,,,,,,,
40854,Menzies (SA),Poor,,,,,,,
40855,Mercunda,Poor,,,,,,,
40856,Merghiny,Poor,,,,,,,
40857,Meribah,Poor,,,,,,,
40858,Merriton,Poor,,,,,,,
40859,Middle Beach,Poor,,,,,,,
40860,Middle River,Poor,,,,,,,
40861,Middleback Range,Good,,,,,,,
40862,Middleton (SA),Good,,,,,,,
40863,Midgee (SA),Poor,,,,,,,
40864,Mil-Lel,Good,,,,,,,
40865,Milang,Acceptable,,,,,,,
40866,Mile End,Good,,,,,,,
40867,Mile End South,Poor,,,,,,,
40868,Milendella,Poor,,,,,,,
40869,Millbrook (SA),Poor,,,,,,,
40870,Millicent,Good,,,,,,,
40871,Millswood,Good,,,,,,,
40872,Miltalie,Poor,,,,,,,
40873,Mimili,Good,,,,,,,
40874,Minbrie,Poor,,,,,,,
40875,Minburra,Poor,,,,,,,
40876,Mindarie (SA),Poor,,,,,,,
40877,Mingary,Poor,,,,,,,
40878,Mingbool,Poor,,,,,,,
40879,Minlaton,Acceptable,,,,,,,
40880,Minnipa,Poor,,,,,,,
40881,Mintaro,Poor,,,,,,,
40882,Minvalara,Poor,,,,,,,
40883,Miranda (SA),Acceptable,,,,,,,
40884,Mitcham (SA),Good,,,,,,,
40885,Mitchell (SA),Poor,,,,,,,
40886,Mitchell Park (SA),Good,,,,,,,
40887,Mitchellville,Poor,,,,,,,
40888,Moana,Good,,,,,,,
40889,Mobilong,Poor,,,,,,,
40890,Moculta,Poor,,,,,,,
40891,Modbury,Good,,,,,,,
40892,Modbury Heights,Acceptable,,,,,,,
40893,Modbury North,Good,,,,,,,
40894,Moerlong,Poor,,,,,,,
40895,Monarto,Poor,,,,,,,
40896,Monarto South,Poor,,,,,,,
40897,Monash (SA),Good,,,,,,,
40898,Monbulla,Poor,,,,,,,
40899,Mongolata,Poor,,,,,,,
40900,Montacute,Poor,,,,,,,
40901,Montarra,Poor,,,,,,,
40902,Monteith,Poor,,,,,,,
40903,Moockra,Poor,,,,,,,
40904,Moody,Poor,,,,,,,
40905,Moonaree,Poor,,,,,,,
40906,Moonta,Acceptable,,,,,,,
40907,Moonta Bay,Good,,,,,,,
40908,Moonta Mines,Poor,,,,,,,
40909,Moorak,Good,,,,,,,
40910,Moorlands,Poor,,,,,,,
40911,Moorook,Poor,,,,,,,
40912,Moorook South,Good,,,,,,,
40913,Moppa,Poor,,,,,,,
40914,Morchard,Poor,,,,,,,
40915,Morgan,Acceptable,,,,,,,
40916,Morn Hill,Poor,,,,,,,
40917,Morphett Vale,Good,,,,,,,
40918,Morphetts Flat,Poor,,,,,,,
40919,Morphettville,Good,,,,,,,
40920,Mortana,Poor,,,,,,,
40921,Moseley,Poor,,,,,,,
40922,Mosquito Hill,Poor,,,,,,,
40923,Mount Barker (SA),Good,,,,,,,
40924,Mount Barker Junction,Poor,,,,,,,
40925,Mount Barker Springs,Poor,,,,,,,
40926,Mount Barker Summit,Poor,,,,,,,
40927,Mount Benson,Poor,,,,,,,
40928,Mount Bryan,Poor,,,,,,,
40929,Mount Bryan East,Poor,,,,,,,
40930,Mount Burr,Good,,,,,,,
40931,Mount Charles,Poor,,,,,,,
40932,Mount Clarence Station,Poor,,,,,,,
40933,Mount Compass,Acceptable,,,,,,,
40934,Mount Cooper (SA),Poor,,,,,,,
40935,Mount Crawford,Poor,,,,,,,
40936,Mount Damper,Poor,,,,,,,
40937,Mount Drummond,Poor,,,,,,,
40938,Mount Dutton Bay,Poor,,,,,,,
40939,Mount Eba,Poor,,,,,,,
40940,Mount Gambier,Good,,,,,,,
40941,Mount George (SA),Good,,,,,,,
40942,Mount Hope (SA),Poor,,,,,,,
40943,Mount Jagged,Poor,,,,,,,
40944,Mount Joy,Poor,,,,,,,
40945,Mount Light,Poor,,,,,,,
40946,Mount Magnificent,Poor,,,,,,,
40947,Mount Mary,Poor,,,,,,,
40948,Mount Mcintyre,Poor,,,,,,,
40949,Mount Mckenzie,Poor,,,,,,,
40950,Mount Observation (SA),Poor,,,,,,,
40951,Mount Osmond,Acceptable,,,,,,,
40952,Mount Pleasant (SA),Good,,,,,,,
40953,Mount Schank,Acceptable,,,,,,,
40954,Mount Serle,Poor,,,,,,,
40955,Mount Templeton,Poor,,,,,,,
40956,Mount Torrens,Good,,,,,,,
40957,Mount Wedge,Poor,,,,,,,
40958,Mount Willoughby,Poor,,,,,,,
40959,Moyhall,Poor,,,,,,,
40960,Mudamuckla,Poor,,,,,,,
40961,Mulgundawa,Poor,,,,,,,
40962,Mullaquana,Good,,,,,,,
40963,Mundallio,Poor,,,,,,,
40964,Mundic Creek,Poor,,,,,,,
40965,Mundoo Island,Poor,,,,,,,
40966,Mundoora,Poor,,,,,,,
40967,Mundulla,Acceptable,,,,,,,
40968,Mundulla West,Poor,,,,,,,
40969,Mungeranie,Poor,,,,,,,
40970,Munno Para,Acceptable,,,,,,,
40971,Munno Para Downs,Acceptable,,,,,,,
40972,Munno Para West,Acceptable,,,,,,,
40973,Murbko,Poor,,,,,,,
40974,Murdinga,Poor,,,,,,,
40975,Murlong,Poor,,,,,,,
40976,Murninnie Beach,Poor,,,,,,,
40977,Murputja,Good,,,,,,,
40978,Murrawong,Poor,,,,,,,
40979,Murray Bridge,Good,,,,,,,
40980,Murray Bridge East,Acceptable,,,,,,,
40981,Murray Bridge North,Poor,,,,,,,
40982,Murray Bridge South,Poor,,,,,,,
40983,Murray Town,Poor,,,,,,,
40984,Murtho,Poor,,,,,,,
40985,Muston,Poor,,,,,,,
40986,Mylor,Acceptable,,,,,,,
40987,Mypolonga,Poor,,,,,,,
40988,Myponga,Good,,,,,,,
40989,Myponga Beach,Poor,,,,,,,
40990,Myrtle Bank (SA),Good,,,,,,,
40991,Nackara,Poor,,,,,,,
40992,Nadia,Poor,,,,,,,
40993,Naidia,Poor,,,,,,,
40994,Nailsworth,Good,,,,,,,
40995,Nain,Poor,,,,,,,
40996,Nairne,Good,,,,,,,
40997,Nalyappa,Poor,,,,,,,
40998,Nangkita,Poor,,,,,,,
40999,Nangwarry,Good,,,,,,,
41000,Nantawarra,Poor,,,,,,,
41001,Napperby,Good,,,,,,,
41002,Naracoorte,Good,,,,,,,
41003,Narridy,Poor,,,,,,,
41004,Narrung (SA),Poor,,,,,,,
41005,Naturi,Poor,,,,,,,
41006,Neales Flat,Poor,,,,,,,
41007,Nectar Brook,Poor,,,,,,,
41008,Nelshaby,Good,,,,,,,
41009,Nene Valley,Poor,,,,,,,
41010,Nepabunna,Good,,,,,,,
41011,Nepean Bay,Poor,,,,,,,
41012,Netherby (SA),Good,,,,,,,
41013,Netherton,Poor,,,,,,,
41014,Netley,Good,,,,,,,
41015,New Port,Poor,,,,,,,
41016,New Residence,Poor,,,,,,,
41017,New Town (SA),Good,,,,,,,
41018,New Well,Poor,,,,,,,
41019,Newland,Poor,,,,,,,
41020,Newton,Good,,,,,,,
41021,Ngapala,Poor,,,,,,,
41022,Ngarkat,Poor,,,,,,,
41023,Nildottie,Poor,,,,,,,
41024,Ninnes,Poor,,,,,,,
41025,Noarlunga Centre,Good,,,,,,,
41026,Noarlunga Downs,Good,,,,,,,
41027,Nora Creina,Poor,,,,,,,
41028,Normanville (SA),Good,,,,,,,
41029,North Adelaide,Good,,,,,,,
41030,North Beach (SA),Good,,,,,,,
41031,North Booborowie,Poor,,,,,,,
41032,North Brighton,Good,,,,,,,
41033,North Cape,Poor,,,,,,,
41034,North Haven (SA),Good,,,,,,,
41035,North Moonta,Good,,,,,,,
41036,North Plympton,Good,,,,,,,
41037,North Shields,Poor,,,,,,,
41038,North West Bend,Poor,,,,,,,
41039,North Yelta,Poor,,,,,,,
41040,Northern Heights,Acceptable,,,,,,,
41041,Northfield,Good,,,,,,,
41042,Northgate (SA),Good,,,,,,,
41043,Norton Summit,Good,,,,,,,
41044,Norwood (SA),Good,,,,,,,
41045,Notts Well,Poor,,,,,,,
41046,Novar Gardens,Good,,,,,,,
41047,Nullarbor,Poor,,,,,,,
41048,Nunjikompita,Poor,,,,,,,
41049,Nuriootpa,Good,,,,,,,
41050,Nurom,Poor,,,,,,,
41051,Nurragi,Poor,,,,,,,
41052,O'Halloran Hill,Good,,,,,,,
41053,O'Sullivan Beach,Good,,,,,,,
41054,Oakbank,Good,,,,,,,
41055,Oakden,Good,,,,,,,
41056,Oakden Hills,Poor,,,,,,,
41057,Oaklands Park,Good,,,,,,,
41058,Ob Flat,Poor,,,,,,,
41059,Olary,Poor,,,,,,,
41060,Old Calperum,Good,,,,,,,
41061,Old Noarlunga,Good,,,,,,,
41062,Old Reynella,Good,,,,,,,
41063,Old Teal Flat,Poor,,,,,,,
41064,Olympic Dam,Good,,,,,,,
41065,One Tree Hill,Good,,,,,,,
41066,Onkaparinga Hills,Good,,,,,,,
41067,Oodla Wirra,Poor,,,,,,,
41068,Oodnadatta,Acceptable,,,,,,,
41069,Orroroo,Good,,,,,,,
41070,Osborne (SA),Good,,,,,,,
41071,Ottoway,Good,,,,,,,
41072,Outer Harbor,Good,,,,,,,
41073,Overland Corner,Poor,,,,,,,
41074,Ovingham,Good,,,,,,,
41075,Owen,Acceptable,,,,,,,
41076,Padthaway,Poor,,,,,,,
41077,Paechtown,Good,,,,,,,
41078,Pages Flat,Poor,,,,,,,
41079,Paisley,Poor,,,,,,,
41080,Palkagee,Poor,,,,,,,
41081,Pallamana,Poor,,,,,,,
41082,Palmer (SA),Poor,,,,,,,
41083,Panitya (SA),Poor,,,,,,,
41084,Panorama,Good,,,,,,,
41085,Para Hills,Acceptable,,,,,,,
41086,Para Hills West,Good,,,,,,,
41087,Para Vista,Good,,,,,,,
41088,Parachilna,Poor,,,,,,,
41089,Paracombe,Good,,,,,,,
41090,Paradise (SA),Good,,,,,,,
41091,Parafield,Good,,,,,,,
41092,Parafield Gardens,Good,,,,,,,
41093,Paralowie,Good,,,,,,,
41094,Paramatta,Poor,,,,,,,
41095,Paratoo,Poor,,,,,,,
41096,Parawa,Poor,,,,,,,
41097,Parham,Acceptable,,,,,,,
41098,Parilla,Poor,,,,,,,
41099,Paringa,Good,,,,,,,
41100,Paris Creek,Poor,,,,,,,
41101,Park Holme,Good,,,,,,,
41102,Parkside (SA),Good,,,,,,,
41103,Parnaroo,Poor,,,,,,,
41104,Parndana,Good,,,,,,,
41105,Parrakie,Poor,,,,,,,
41106,Paruna,Poor,,,,,,,
41107,Pasadena,Good,,,,,,,
41108,Paskeville,Poor,,,,,,,
41109,Pata,Poor,,,,,,,
41110,Payneham,Good,,,,,,,
41111,Payneham South,Good,,,,,,,
41112,Peake,Poor,,,,,,,
41113,Pearlah,Poor,,,,,,,
41114,Peebinga,Poor,,,,,,,
41115,Peep Hill,Poor,,,,,,,
41116,Pekina,Poor,,,,,,,
41117,Pelican Lagoon,Poor,,,,,,,
41118,Pelican Point (SA),Poor,,,,,,,
41119,Pellaring Flat,Poor,,,,,,,
41120,Penfield,Acceptable,,,,,,,
41121,Penfield Gardens,Acceptable,,,,,,,
41122,Penneshaw,Good,,,,,,,
41123,Pennington,Good,,,,,,,
41124,Penola,Good,,,,,,,
41125,Penong,Poor,,,,,,,
41126,Penrice,Acceptable,,,,,,,
41127,Penwortham,Poor,,,,,,,
41128,Perlubie,Poor,,,,,,,
41129,Perponda,Poor,,,,,,,
41130,Peterborough (SA),Good,,,,,,,
41131,Peterhead,Good,,,,,,,
41132,Petersville,Poor,,,,,,,
41133,Petherick,Poor,,,,,,,
41134,Petina,Poor,,,,,,,
41135,Petwood,Poor,,,,,,,
41136,Pewsey Vale,Poor,,,,,,,
41137,Piccadilly (SA),Good,,,,,,,
41138,Piednippie,Poor,,,,,,,
41139,Pike River,Poor,,,,,,,
41140,Pimba,Poor,,,,,,,
41141,Pimbaacla,Poor,,,,,,,
41142,Pine Creek (SA),Poor,,,,,,,
41143,Pine Hill (SA),Poor,,,,,,,
41144,Pine Point,Poor,,,,,,,
41145,Pinery,Poor,,,,,,,
41146,Pinkawillinie,Poor,,,,,,,
41147,Pinkerton Plains,Poor,,,,,,,
41148,Pinks Beach,Poor,,,,,,,
41149,Pinnaroo,Acceptable,,,,,,,
41150,Pipalyatjara,Good,,,,,,,
41151,Pirie East,Poor,,,,,,,
41152,Pleasant Park,Poor,,,,,,,
41153,Plympton,Good,,,,,,,
41154,Plympton Park,Good,,,,,,,
41155,Point Boston,Poor,,,,,,,
41156,Point Lowly,Poor,,,,,,,
41157,Point Pass,Poor,,,,,,,
41158,Point Pearce,Good,,,,,,,
41159,Point Souttar,Poor,,,,,,,
41160,Point Sturt,Poor,,,,,,,
41161,Point Turton,Acceptable,,,,,,,
41162,Polda,Poor,,,,,,,
41163,Polish Hill River,Poor,,,,,,,
41164,Poltalloch,Poor,,,,,,,
41165,Pompoota,Poor,,,,,,,
41166,Ponde,Poor,,,,,,,
41167,Poochera,Poor,,,,,,,
41168,Pooginagoric,Poor,,,,,,,
41169,Pooginook,Poor,,,,,,,
41170,Poonindie,Poor,,,,,,,
41171,Pooraka,Good,,,,,,,
41172,Porky Flat,Poor,,,,,,,
41173,Port Adelaide,Good,,,,,,,
41174,Port Arthur (SA),Poor,,,,,,,
41175,Port Augusta,Good,,,,,,,
41176,Port Augusta West,Good,,,,,,,
41177,Port Bonython,Poor,,,,,,,
41178,Port Broughton,Acceptable,,,,,,,
41179,Port Davis,Poor,,,,,,,
41180,Port Elliot,Good,,,,,,,
41181,Port Gawler,Poor,,,,,,,
41182,Port Germein,Acceptable,,,,,,,
41183,Port Gibbon,Poor,,,,,,,
41184,Port Hughes,Good,,,,,,,
41185,Port Julia,Poor,,,,,,,
41186,Port Kenny,Poor,,,,,,,
41187,Port Lincoln,Good,,,,,,,
41188,Port Macdonnell,Acceptable,,,,,,,
41189,Port Mannum,Good,,,,,,,
41190,Port Moorowie,Poor,,,,,,,
41191,Port Neill,Acceptable,,,,,,,
41192,Port Noarlunga,Good,,,,,,,
41193,Port Noarlunga South,Good,,,,,,,
41194,Port Paterson,Good,,,,,,,
41195,Port Pirie,Good,,,,,,,
41196,Port Pirie South,Good,,,,,,,
41197,Port Pirie West,Good,,,,,,,
41198,Port Rickaby,Poor,,,,,,,
41199,Port Victoria,Acceptable,,,,,,,
41200,Port Vincent,Good,,,,,,,
41201,Port Wakefield,Acceptable,,,,,,,
41202,Port Willunga,Good,,,,,,,
41203,Porter Lagoon,Poor,,,,,,,
41204,Price,Poor,,,,,,,
41205,Proof Range,Poor,,,,,,,
41206,Prospect (SA),Good,,,,,,,
41207,Prospect Hill,Poor,,,,,,,
41208,Pukatja,Good,,,,,,,
41209,Puntabie,Poor,,,,,,,
41210,Punthari,Poor,,,,,,,
41211,Punyelroo,Poor,,,,,,,
41212,Pureba,Poor,,,,,,,
41213,Purnong,Poor,,,,,,,
41214,Pyap,Poor,,,,,,,
41215,Pyap West,Poor,,,,,,,
41216,Pygery,Poor,,,,,,,
41217,Qualco,Poor,,,,,,,
41218,Queenstown (SA),Good,,,,,,,
41219,Quinyambie,Poor,,,,,,,
41220,Quorn,Good,,,,,,,
41221,Racecourse Bay,Poor,,,,,,,
41222,Ramco,Poor,,,,,,,
41223,Ramco Heights,Poor,,,,,,,
41224,Ramsay (SA),Poor,,,,,,,
41225,Rapid Bay,Poor,,,,,,,
41226,Red Creek,Poor,,,,,,,
41227,Redbanks,Poor,,,,,,,
41228,Redhill,Poor,,,,,,,
41229,Redwood Park,Good,,,,,,,
41230,Reedy Creek (SA),Poor,,,,,,,
41231,Reeves Plains,Poor,,,,,,,
41232,Regency Park,Good,,,,,,,
41233,Reid (SA),Poor,,,,,,,
41234,Rendelsham,Poor,,,,,,,
41235,Renmark,Good,,,,,,,
41236,Renmark North,Good,,,,,,,
41237,Renmark South,Poor,,,,,,,
41238,Renmark West,Good,,,,,,,
41239,Renown Park,Good,,,,,,,
41240,Reynella,Good,,,,,,,
41241,Reynella East,Good,,,,,,,
41242,Rhynie,Poor,,,,,,,
41243,Richmond (SA),Good,,,,,,,
41244,Ridgehaven,Good,,,,,,,
41245,Ridleyton,Good,,,,,,,
41246,Risdon Park,Good,,,,,,,
41247,Risdon Park South,Good,,,,,,,
41248,Riverglades,Good,,,,,,,
41249,Riverglen,Poor,,,,,,,
41250,Riverton (SA),Acceptable,,,,,,,
41251,Robe,Good,,,,,,,
41252,Robertstown,Acceptable,,,,,,,
41253,Rochester (SA),Poor,,,,,,,
41254,Rockleigh,Poor,,,,,,,
41255,Rocky Camp,Poor,,,,,,,
41256,Rocky Gully (SA),Poor,,,,,,,
41257,Rocky Plain (SA),Poor,,,,,,,
41258,Rocky Point (SA),Poor,,,,,,,
41259,Rogues Point,Poor,,,,,,,
41260,Rose Park,Good,,,,,,,
41261,Rosedale (SA),Poor,,,,,,,
41262,Rosetown,Poor,,,,,,,
41263,Rosewater,Good,,,,,,,
41264,Roseworthy,Acceptable,,,,,,,
41265,Rosslyn Park,Good,,,,,,,
41266,Rostrevor,Good,,,,,,,
41267,Rowland Flat,Poor,,,,,,,
41268,Roxby Downs,Good,,,,,,,
41269,Royal Park,Good,,,,,,,
41270,Royston Park,Good,,,,,,,
41271,Rudall,Poor,,,,,,,
41272,SA Remainder,Good,,,,,,,
41273,Saddleworth,Acceptable,,,,,,,
41274,Saints,Poor,,,,,,,
41275,Salisbury (SA),Good,,,,,,,
41276,Salisbury Downs,Good,,,,,,,
41277,Salisbury East,Good,,,,,,,
41278,Salisbury Heights,Good,,,,,,,
41279,Salisbury North,Good,,,,,,,
41280,Salisbury Park,Good,,,,,,,
41281,Salisbury Plain,Good,,,,,,,
41282,Salisbury South,Poor,,,,,,,
41283,Salt Creek,Poor,,,,,,,
41284,Salter Springs,Poor,,,,,,,
41285,Saltia,Poor,,,,,,,
41286,Sampson Flat,Poor,,,,,,,
41287,Sandalwood,Poor,,,,,,,
41288,Sandergrove,Poor,,,,,,,
41289,Sanderston,Poor,,,,,,,
41290,Sandilands (SA),Poor,,,,,,,
41291,Sandleton,Poor,,,,,,,
41292,Sandy Creek (SA),Poor,,,,,,,
41293,Sandy Grove,Poor,,,,,,,
41294,Sapphiretown,Poor,,,,,,,
41295,Sceale Bay,Poor,,,,,,,
41296,Schell Well,Poor,,,,,,,
41297,Scott Creek,Good,,,,,,,
41298,Seacliff,Good,,,,,,,
41299,Seacliff Park,Good,,,,,,,
41300,Seacombe Gardens,Good,,,,,,,
41301,Seacombe Heights,Good,,,,,,,
41302,Seaford (SA),Good,,,,,,,
41303,Seaford Heights,Poor,,,,,,,
41304,Seaford Meadows,Good,,,,,,,
41305,Seaford Rise,Good,,,,,,,
41306,Seal Bay,Poor,,,,,,,
41307,Seaton (SA),Good,,,,,,,
41308,Seaview Downs,Good,,,,,,,
41309,Sebastopol (SA),Poor,,,,,,,
41310,Second Valley,Poor,,,,,,,
41311,Sedan,Poor,,,,,,,
41312,Seddon (SA),Poor,,,,,,,
41313,Sefton Park,Good,,,,,,,
41314,Sellicks Beach,Good,,,,,,,
41315,Sellicks Hill,Good,,,,,,,
41316,Semaphore,Good,,,,,,,
41317,Semaphore Park,Good,,,,,,,
41318,Semaphore South,Good,,,,,,,
41319,Senior,Poor,,,,,,,
41320,Seppeltsfield,Poor,,,,,,,
41321,Sevenhill,Poor,,,,,,,
41322,Shaugh,Poor,,,,,,,
41323,Shea-Oak Log,Poor,,,,,,,
41324,Sheaoak Flat,Poor,,,,,,,
41325,Sheidow Park,Good,,,,,,,
41326,Sheringa,Poor,,,,,,,
41327,Sherlock (SA),Poor,,,,,,,
41328,Sherwood (SA),Poor,,,,,,,
41329,Short,Poor,,,,,,,
41330,Silverton (SA),Poor,,,,,,,
41331,Skye (SA),Good,,,,,,,
41332,Sleaford,Poor,,,,,,,
41333,Smithfield (SA),Good,,,,,,,
41334,Smithfield Plains,Good,,,,,,,
41335,Smoky Bay,Acceptable,,,,,,,
41336,Snowtown,Acceptable,,,,,,,
41337,Solomon,Poor,,,,,,,
41338,Solomontown,Good,,,,,,,
41339,Somerton Park,Good,,,,,,,
41340,South Brighton,Good,,,,,,,
41341,South Hummocks,Poor,,,,,,,
41342,South Kilkerran,Poor,,,,,,,
41343,South Plympton,Good,,,,,,,
41344,Southend,Good,,,,,,,
41345,Spalding (SA),Poor,,,,,,,
41346,Spectacle Lake,Poor,,,,,,,
41347,Spence (SA),Poor,,,,,,,
41348,Spring Farm (SA),Poor,,,,,,,
41349,Spring Gully (SA),Poor,,,,,,,
41350,Springfield (SA),Good,,,,,,,
41351,Springton,Good,,,,,,,
41352,Square Mile,Poor,,,,,,,
41353,St Agnes (SA),Good,,,,,,,
41354,St Clair (SA),Poor,,,,,,,
41355,St Georges,Good,,,,,,,
41356,St Ives (SA),Poor,,,,,,,
41357,St Johns,Poor,,,,,,,
41358,St Kilda (SA),Poor,,,,,,,
41359,St Kitts,Poor,,,,,,,
41360,St Marys (SA),Good,,,,,,,
41361,St Morris,Good,,,,,,,
41362,St Peters (SA),Good,,,,,,,
41363,Stanley (SA),Poor,,,,,,,
41364,Stanley Flat,Poor,,,,,,,
41365,Stansbury,Acceptable,,,,,,,
41366,Steelton,Poor,,,,,,,
41367,Steinfeld,Poor,,,,,,,
41368,Stephenston,Poor,,,,,,,
41369,Stepney,Good,,,,,,,
41370,Stewart Range,Poor,,,,,,,
41371,Stirling (SA),Good,,,,,,,
41372,Stirling North,Acceptable,,,,,,,
41373,Stockport,Good,,,,,,,
41374,Stockwell,Good,,,,,,,
41375,Stockyard Creek (SA),Poor,,,,,,,
41376,Stockyard Plain,Poor,,,,,,,
41377,Stokes Bay,Poor,,,,,,,
41378,Stone Hut,Poor,,,,,,,
41379,Stone Well,Poor,,,,,,,
41380,Stonyfell,Good,,,,,,,
41381,Stow,Poor,,,,,,,
41382,Strathalbyn (SA),Good,,,,,,,
41383,Streaky Bay,Acceptable,,,,,,,
41384,Struan,Poor,,,,,,,
41385,Stuart (SA),Poor,,,,,,,
41386,Stuarts Creek,Poor,,,,,,,
41387,Stun'Sail Boom,Poor,,,,,,,
41388,Sturt (SA),Good,,,,,,,
41389,Sultana Point,Poor,,,,,,,
41390,Summertown,Good,,,,,,,
41391,Sunlands,Poor,,,,,,,
41392,Sunnybrae,Poor,,,,,,,
41393,Sunnydale,Poor,,,,,,,
41394,Sunnyside (SA),Poor,,,,,,,
41395,Sunnyvale,Poor,,,,,,,
41396,Surrey Downs,Good,,,,,,,
41397,Sutherlands,Poor,,,,,,,
41398,Suttontown,Good,,,,,,,
41399,Swan Reach (SA),Poor,,,,,,,
41400,Swanport,Poor,,,,,,,
41401,Swede Flat,Poor,,,,,,,
41402,Tailem Bend,Good,,,,,,,
41403,Taldra,Good,,,,,,,
41404,Talia,Poor,,,,,,,
41405,Tantanoola,Good,,,,,,,
41406,Tanunda,Good,,,,,,,
41407,Taperoo,Good,,,,,,,
41408,Taplan,Poor,,,,,,,
41409,Taratap,Poor,,,,,,,
41410,Tarcoola,Poor,,,,,,,
41411,Tarcowie,Poor,,,,,,,
41412,Tarlee,Good,,,,,,,
41413,Tarnma,Poor,,,,,,,
41414,Tarpeena,Acceptable,,,,,,,
41415,Tatachilla,Good,,,,,,,
41416,Taunton (SA),Poor,,,,,,,
41417,Taylorville,Acceptable,,,,,,,
41418,Tea Tree Gully,Good,,,,,,,
41419,Teal Flat,Poor,,,,,,,
41420,Telowie,Poor,,,,,,,
41421,Templers,Poor,,,,,,,
41422,Tennyson (SA),Good,,,,,,,
41423,Tepko,Poor,,,,,,,
41424,Teringie,Good,,,,,,,
41425,Terowie,Poor,,,,,,,
41426,The Gap (SA),Poor,,,,,,,
41427,The Pines (SA),Poor,,,,,,,
41428,The Range (SA),Poor,,,,,,,
41429,Thebarton,Good,,,,,,,
41430,Thevenard,Good,,,,,,,
41431,Thomas Plain,Poor,,,,,,,
41432,Thompson Beach,Poor,,,,,,,
41433,Thorngate,Poor,,,,,,,
41434,Thornlea,Poor,,,,,,,
41435,Thrington,Poor,,,,,,,
41436,Tiatukia,Poor,,,,,,,
41437,Tickera,Poor,,,,,,,
41438,Tiddy Widdy Beach,Good,,,,,,,
41439,Tilley Swamp,Poor,,,,,,,
41440,Tintinara,Poor,,,,,,,
41441,Tolderol,Poor,,,,,,,
41442,Tooligie,Poor,,,,,,,
41443,Tooperang,Poor,,,,,,,
41444,Toora (SA),Poor,,,,,,,
41445,Toorak Gardens,Good,,,,,,,
41446,Tootenilla,Poor,,,,,,,
41447,Torrens Island,Poor,,,,,,,
41448,Torrens Park,Good,,,,,,,
41449,Torrens Vale,Poor,,,,,,,
41450,Torrensville,Good,,,,,,,
41451,Tothill Belt,Poor,,,,,,,
41452,Tothill Creek,Poor,,,,,,,
41453,Totness,Poor,,,,,,,
41454,Towitta,Poor,,,,,,,
41455,Tranmere (SA),Good,,,,,,,
41456,Trinity Gardens,Good,,,,,,,
41457,Trott Park,Good,,,,,,,
41458,Truro,Acceptable,,,,,,,
41459,Tulka,Poor,,,,,,,
41460,Tumby Bay,Good,,,,,,,
41461,Tungkillo,Poor,,,,,,,
41462,Tunkalilla,Poor,,,,,,,
41463,Tusmore,Good,,,,,,,
41464,Two Wells,Good,,,,,,,
41465,Tyringa,Poor,,,,,,,
41466,Ucolta,Poor,,,,,,,
41467,Uley,Poor,,,,,,,
41468,Uleybury,Good,,,,,,,
41469,Ulooloo,Poor,,,,,,,
41470,Ulyerra,Poor,,,,,,,
41471,Undalya,Poor,,,,,,,
41472,Underdale,Good,,,,,,,
41473,Ungarra,Poor,,,,,,,
41474,Unley,Good,,,,,,,
41475,Unley Park,Good,,,,,,,
41476,Uno,Good,,,,,,,
41477,Upper Hermitage,Poor,,,,,,,
41478,Upper Sturt,Good,,,,,,,
41479,Uraidla,Good,,,,,,,
41480,Urania,Poor,,,,,,,
41481,Urrbrae,Good,,,,,,,
41482,Uworra,Poor,,,,,,,
41483,Vale Park,Good,,,,,,,
41484,Valley View,Good,,,,,,,
41485,Veitch,Poor,,,,,,,
41486,Venus Bay (SA),Poor,,,,,,,
41487,Verdun,Poor,,,,,,,
41488,Verran,Poor,,,,,,,
41489,Victor Harbor,Good,,,,,,,
41490,Vine Vale,Poor,,,,,,,
41491,Virginia (SA),Good,,,,,,,
41492,Vista,Good,,,,,,,
41493,Vivonne Bay,Poor,,,,,,,
41494,Waddikee,Poor,,,,,,,
41495,Waikerie,Good,,,,,,,
41496,Waitpinga,Poor,,,,,,,
