Australian Bureau of Statistics,,,,,,,,,
State Suburbs 2011 to State Suburbs 2016,,,,,,,,,
,,,,,,,,,
Table 2 QI indicator,,,,,,,,,
,,,,,,,,,
SSC_CODE_2016,SSC_NAME_2016,QI_INDICATOR,,,,,,,
10636,Budawang,Poor,,,,,,,
10637,Buddabadah,Poor,,,,,,,
10638,Budden,Poor,,,,,,,
10639,Budderoo,Poor,,,,,,,
10640,Buddong,Poor,,,,,,,
10641,Budgee Budgee (NSW),Poor,,,,,,,
10642,Budgewoi,Good,,,,,,,
10643,Budgewoi Peninsula,Poor,,,,,,,
10644,Budgong,Poor,,,,,,,
10645,Buff Point,Good,,,,,,,
10646,Bugaldie,Poor,,,,,,,
10647,Bukalong,Poor,,,,,,,
10648,Bukkulla,Poor,,,,,,,
10649,Bulahdelah,Good,,,,,,,
10650,Bulee,Poor,,,,,,,
10651,Bulga (NSW),Good,,,,,,,
10652,Bulga Forest,Poor,,,,,,,
10653,Bulgary,Poor,,,,,,,
10654,Bulla (NSW),Poor,,,,,,,
10655,Bulla Creek,Poor,,,,,,,
10656,Bullaburra,Good,,,,,,,
10657,Bullagreen,Poor,,,,,,,
10658,Bullarah,Poor,,,,,,,
10659,Bullatale,Poor,,,,,,,
10660,Bullawa Creek,Poor,,,,,,,
10661,Bulldog,Poor,,,,,,,
10662,Bulli,Good,,,,,,,
10663,Bulliac,Poor,,,,,,,
10664,Bullio,Poor,,,,,,,
10665,Bulyeroi,Poor,,,,,,,
10666,Bumbaldry,Poor,,,,,,,
10667,Bumbalong,Poor,,,,,,,
10668,Bundabah,Poor,,,,,,,
10669,Bundagen,Good,,,,,,,
10670,Bundanoon (NSW),Good,,,,,,,
10671,Bundarra,Acceptable,,,,,,,
10672,Bundeena,Good,,,,,,,
10673,Bundella,Poor,,,,,,,
10674,Bundemar,Poor,,,,,,,
10675,Bundewallah,Poor,,,,,,,
10676,Bundook,Poor,,,,,,,
10677,Bundure,Poor,,,,,,,
10678,Bungaba,Poor,,,,,,,
10679,Bungabbee,Poor,,,,,,,
10680,Bungalora,Poor,,,,,,,
10681,Bungarby,Poor,,,,,,,
10682,Bungarribee,Poor,,,,,,,
10683,Bungawalbin,Poor,,,,,,,
10684,Bungendore,Good,,,,,,,
10685,Bungonia,Good,,,,,,,
10686,Bungowannah,Poor,,,,,,,
10687,Bungwahl,Acceptable,,,,,,,
10688,Bunnaloo,Poor,,,,,,,
10689,Bunnan,Poor,,,,,,,
10690,Bunyah,Poor,,,,,,,
10691,Bunyan,Poor,,,,,,,
10692,Burcher,Poor,,,,,,,
10693,Bureen,Poor,,,,,,,
10694,Burnt Bridge,Good,,,,,,,
10695,Burnt Yards,Poor,,,,,,,
10696,Buronga,Acceptable,,,,,,,
10697,Burra (Queanbeyan-Palerang Regional - NSW),Good,,,,,,,
10698,Burra (Snowy Valleys - NSW),Poor,,,,,,,
10699,Burra Creek,Poor,,,,,,,
10700,Burraboi,Poor,,,,,,,
10701,Burradoo,Good,,,,,,,
10702,Burraga,Poor,,,,,,,
10703,Burragate,Poor,,,,,,,
10704,Burrandana,Poor,,,,,,,
10705,Burraneer,Good,,,,,,,
10706,Burrangong,Good,,,,,,,
10707,Burrapine,Poor,,,,,,,
10708,Burrawang,Poor,,,,,,,
10709,Burrell Creek,Good,,,,,,,
10710,Burren Junction,Acceptable,,,,,,,
10711,Burrier,Poor,,,,,,,
10712,Burrill Lake,Good,,,,,,,
10713,Burringbar,Good,,,,,,,
10714,Burrinjuck,Poor,,,,,,,
10715,Burroway,Poor,,,,,,,
10716,Burrumbuttock,Good,,,,,,,
10717,Burrundulla,Acceptable,,,,,,,
10718,Burwood (NSW),Good,,,,,,,
10719,Burwood Heights,Good,,,,,,,
10720,Busby,Good,,,,,,,
10721,Busbys Flat,Poor,,,,,,,
10722,Bushells Ridge,Poor,,,,,,,
10723,Buttaba,Good,,,,,,,
10724,Buttai,Poor,,,,,,,
10725,Butterwick,Poor,,,,,,,
10726,Buxton (NSW),Good,,,,,,,
10727,Byabarra,Good,,,,,,,
10728,Byadbo Wilderness,Poor,,,,,,,
10729,Byangum,Poor,,,,,,,
10730,Bylong,Poor,,,,,,,
10731,Byng,Poor,,,,,,,
10732,Byrock,Poor,,,,,,,
10733,Byron Bay,Good,,,,,,,
10734,Byrrill Creek,Poor,,,,,,,
10735,Bywong,Good,,,,,,,
10736,Cabarita (NSW),Good,,,,,,,
10737,Cabarita Beach,Poor,,,,,,,
10738,Cabbage Tree Island (Ballina - NSW),Good,,,,,,,
10739,Cabbage Tree Island (Mid-Coast - NSW),Poor,,,,,,,
10740,Cabramatta,Good,,,,,,,
10741,Cabramatta West,Good,,,,,,,
10742,Cabramurra,Poor,,,,,,,
10743,Caddens,Poor,,,,,,,
10744,Cadgee (NSW),Poor,,,,,,,
10745,Cadia,Poor,,,,,,,
10746,Caffreys Flat,Poor,,,,,,,
10747,Cairncross,Poor,,,,,,,
10748,Calala,Good,,,,,,,
10749,Calamia,Poor,,,,,,,
10750,Calderwood,Good,,,,,,,
10751,Caldwell,Poor,,,,,,,
10752,Calga,Poor,,,,,,,
10753,Califat,Poor,,,,,,,
10754,Calimo,Poor,,,,,,,
10755,Callaghan,Good,,,,,,,
10756,Callaghans Creek,Poor,,,,,,,
10757,Callala Bay,Good,,,,,,,
10758,Callala Beach,Good,,,,,,,
10759,Calliope (NSW),Poor,,,,,,,
10760,Caloola,Poor,,,,,,,
10761,Cambalong,Poor,,,,,,,
10762,Camberwell (NSW),Poor,,,,,,,
10763,Cambewarra,Good,,,,,,,
10764,Cambewarra Village,Good,,,,,,,
10765,Camboon (NSW),Poor,,,,,,,
10766,Cambra,Poor,,,,,,,
10767,Cambridge Gardens,Good,,,,,,,
10768,Cambridge Park,Good,,,,,,,
10769,Cambridge Plateau,Poor,,,,,,,
10770,Camden,Good,,,,,,,
10771,Camden Head,Good,,,,,,,
10772,Camden Park (NSW),Good,,,,,,,
10773,Camden South,Good,,,,,,,
10774,Camellia,Poor,,,,,,,
10775,Cameron Park,Good,,,,,,,
10776,Camerons Creek,Poor,,,,,,,
10777,Camira (NSW),Poor,,,,,,,
10778,Cammeray,Good,,,,,,,
10779,Camp Creek (NSW),Poor,,,,,,,
10780,Campbelltown (NSW),Good,,,,,,,
10781,Camperdown (NSW),Good,,,,,,,
10782,Campsie,Good,,,,,,,
10783,Campvale,Poor,,,,,,,
10784,Cams Wharf,Poor,,,,,,,
10785,Canada Bay,Good,,,,,,,
10786,Canadian Lead,Poor,,,,,,,
10787,Canbelego,Poor,,,,,,,
10788,Candelo,Good,,,,,,,
10789,Cangai,Poor,,,,,,,
10790,Caniaba,Good,,,,,,,
10791,Canley Heights,Good,,,,,,,
10792,Canley Vale,Good,,,,,,,
10793,Canobolas,Acceptable,,,,,,,
10794,Canoelands,Poor,,,,,,,
10795,Canonba,Poor,,,,,,,
10796,Canowindra,Good,,,,,,,
10797,Canterbury (NSW),Good,,,,,,,
10798,Canton Beach,Good,,,,,,,
10799,Canyonleigh,Poor,,,,,,,
10800,Caparra,Poor,,,,,,,
10801,Capeen Creek,Poor,,,,,,,
10802,Capertee,Poor,,,,,,,
10803,Capoompeta,Poor,,,,,,,
10804,Captains Flat,Acceptable,,,,,,,
10805,Carabost,Poor,,,,,,,
10806,Caragabal,Acceptable,,,,,,,
10807,Carcalgong,Poor,,,,,,,
10808,Carcoar,Poor,,,,,,,
10809,Cardiff (NSW),Acceptable,,,,,,,
10810,Cardiff Heights,Poor,,,,,,,
10811,Cardiff South,Good,,,,,,,
10812,Carey Bay,Good,,,,,,,
10813,Cargo,Good,,,,,,,
10814,Carinda,Good,,,,,,,
10815,Caringbah,Good,,,,,,,
10816,Caringbah South,Good,,,,,,,
10817,Carlaminda,Poor,,,,,,,
10818,Carlingford,Good,,,,,,,
10819,Carlton (NSW),Good,,,,,,,
10820,Carnes Hill,Poor,,,,,,,
10821,Carnham,Poor,,,,,,,
10822,Carool,Poor,,,,,,,
10823,Caroona,Poor,,,,,,,
10824,Carrabolla,Poor,,,,,,,
10825,Carrai,Poor,,,,,,,
10826,Carramar (NSW),Good,,,,,,,
10827,Carrathool,Poor,,,,,,,
10828,Carrick (NSW),Poor,,,,,,,
10829,Carrington (Mid-Coast - NSW),Poor,,,,,,,
10830,Carrington (Newcastle - NSW),Good,,,,,,,
10831,Carrington Falls,Poor,,,,,,,
10832,Carroll,Acceptable,,,,,,,
10833,Carrowbrook,Poor,,,,,,,
10834,Carrs Creek,Poor,,,,,,,
10835,Carrs Island,Poor,,,,,,,
10836,Carrs Peninsula,Poor,,,,,,,
10837,Carss Park,Good,,,,,,,
10838,Cartwright,Good,,,,,,,
10839,Cartwrights Hill,Good,,,,,,,
10840,Carwell,Poor,,,,,,,
10841,Carwoola,Good,,,,,,,
10842,Cascade (NSW),Poor,,,,,,,
10843,Casino,Good,,,,,,,
10844,Cassilis (NSW),Good,,,,,,,
10845,Castle Cove,Good,,,,,,,
10846,Castle Doyle,Poor,,,,,,,
10847,Castle Hill (NSW),Good,,,,,,,
10848,Castle Rock,Poor,,,,,,,
10849,Castlecrag,Good,,,,,,,
10850,Castlereagh,Good,,,,,,,
10851,Casuarina (NSW),Good,,,,,,,
10852,Casula,Good,,,,,,,
10853,Catalina,Good,,,,,,,
10854,Cataract,Acceptable,,,,,,,
10855,Cathcart (NSW),Poor,,,,,,,
10856,Catherine Field,Good,,,,,,,
10857,Catherine Hill Bay,Poor,,,,,,,
10858,Cathundral,Poor,,,,,,,
10859,Cattai,Good,,,,,,,
10860,Cattle Creek (NSW),Poor,,,,,,,
10861,Cavan (NSW),Poor,,,,,,,
10862,Caves Beach,Good,,,,,,,
10863,Cawdor (NSW),Acceptable,,,,,,,
10864,Cawongla,Good,,,,,,,
10865,Cecil Hills,Good,,,,,,,
10866,Cecil Park,Poor,,,,,,,
10867,Cedar Brush Creek,Poor,,,,,,,
10868,Cedar Creek (Cessnock - NSW),Poor,,,,,,,
10869,Cedar Creek (Tweed - NSW),Poor,,,,,,,
10870,Cedar Party,Good,,,,,,,
10871,Cedar Point,Poor,,,,,,,
10872,Cells River,Poor,,,,,,,
10873,Centennial Park (NSW),Good,,,,,,,
10874,Central Colo,Poor,,,,,,,
10875,Central Macdonald,Poor,,,,,,,
10876,Central Mangrove,Good,,,,,,,
10877,Central Tilba,Poor,,,,,,,
10878,Cessnock,Good,,,,,,,
10879,Chaelundi,Poor,,,,,,,
10880,Chain Valley Bay,Good,,,,,,,
10881,Chakola,Poor,,,,,,,
10882,Chambigne,Poor,,,,,,,
10883,Charbon,Poor,,,,,,,
10884,Charles Sturt University,Good,,,,,,,
10885,Charlestown (NSW),Good,,,,,,,
10886,Charleys Forest,Poor,,,,,,,
10887,Charlotte Bay,Poor,,,,,,,
10888,Charlton (NSW),Poor,,,,,,,
10889,Charmhaven,Good,,,,,,,
10890,Chatham Valley,Poor,,,,,,,
10891,Chatsbury,Poor,,,,,,,
10892,Chatswood,Good,,,,,,,
10893,Chatswood West,Good,,,,,,,
10894,Chatsworth (NSW),Poor,,,,,,,
10895,Cheero Point,Poor,,,,,,,
10896,Cheltenham (NSW),Good,,,,,,,
10897,Cherry Tree Hill,Poor,,,,,,,
10898,Cherrybrook,Good,,,,,,,
10899,Chester Hill,Good,,,,,,,
10900,Chichester (NSW),Poor,,,,,,,
10901,Chifley (NSW),Good,,,,,,,
10902,Chilcotts Creek,Poor,,,,,,,
10903,Chilcotts Grass,Poor,,,,,,,
10904,Chillingham,Acceptable,,,,,,,
10905,Chinderah,Good,,,,,,,
10906,Chinnock,Poor,,,,,,,
10907,Chippendale,Good,,,,,,,
10908,Chipping Norton,Good,,,,,,,
10909,Chisholm (NSW),Acceptable,,,,,,,
10910,Chiswick,Good,,,,,,,
10911,Chittaway Bay,Good,,,,,,,
10912,Chittaway Point,Good,,,,,,,
10913,Chowan Creek,Poor,,,,,,,
10914,Chullora,Poor,,,,,,,
10915,Church Point,Poor,,,,,,,
10916,Clandulla,Acceptable,,,,,,,
10917,Clare (NSW),Poor,,,,,,,
10918,Claremont Meadows,Good,,,,,,,
10919,Clarence,Good,,,,,,,
10920,Clarence Town,Acceptable,,,,,,,
10921,Clarendon (NSW),Good,,,,,,,
10922,Clarenza,Good,,,,,,,
10923,Clareville,Poor,,,,,,,
10924,Claymore,Good,,,,,,,
10925,Clear Creek,Poor,,,,,,,
10926,Clear Range,Poor,,,,,,,
10927,Clearfield,Poor,,,,,,,
10928,Clemton Park,Acceptable,,,,,,,
10929,Clergate,Poor,,,,,,,
10930,Cleveland (NSW),Poor,,,,,,,
10931,Clifden,Poor,,,,,,,
10932,Cliftleigh,Poor,,,,,,,
10933,Clifton (NSW),Poor,,,,,,,
10934,Clifton Grove,Good,,,,,,,
10935,Clontarf (NSW),Good,,,,,,,
10936,Clothiers Creek,Poor,,,,,,,
10937,Clouds Creek,Poor,,,,,,,
10938,Clovelly,Good,,,,,,,
10939,Clunes (NSW),Good,,,,,,,
10940,Clybucca,Poor,,,,,,,
10941,Clyde (NSW),Good,,,,,,,
10942,Clydesdale (NSW),Poor,,,,,,,
10943,Coal Point,Good,,,,,,,
10944,Coalcliff,Good,,,,,,,
10945,Coaldale,Poor,,,,,,,
10946,Coasters Retreat,Poor,,,,,,,
10947,Cobaki,Good,,,,,,,
10948,Cobaki Lakes,Poor,,,,,,,
10949,Cobar,Good,,,,,,,
10950,Cobar Park,Poor,,,,,,,
10951,Cobargo,Good,,,,,,,
10952,Cobark,Poor,,,,,,,
10953,Cobbadah,Poor,,,,,,,
10954,Cobbitty,Good,,,,,,,
10955,Cobramunga,Poor,,,,,,,
10956,Cockwhy,Poor,,,,,,,
10957,Codrington (NSW),Poor,,,,,,,
10958,Coffee Camp,Good,,,,,,,
10959,Coffs Harbour,Good,,,,,,,
10960,Coggan,Poor,,,,,,,
10961,Cogra Bay,Poor,,,,,,,
10962,Coila,Poor,,,,,,,
10963,Coldstream (NSW),Poor,,,,,,,
10964,Coleambally,Acceptable,,,,,,,
10965,Colebee,Poor,,,,,,,
10966,Coledale,Good,,,,,,,
10967,Colinroobie,Poor,,,,,,,
10968,Colinton (NSW),Poor,,,,,,,
10969,Collarenebri,Poor,,,,,,,
10970,Collaroy (NSW),Poor,,,,,,,
10971,Collaroy Plateau,Poor,,,,,,,
10972,Collector,Poor,,,,,,,
10973,Collendina,Poor,,,,,,,
10974,Collerina,Poor,,,,,,,
10975,Collie (NSW),Good,,,,,,,
10976,Collingullie,Poor,,,,,,,
10977,Collingwood (NSW),Poor,,,,,,,
10978,Collins Creek,Poor,,,,,,,
10979,Collombatti,Good,,,,,,,
10980,Collum Collum,Poor,,,,,,,
10981,Colly Blue,Poor,,,,,,,
10982,Colo (Bathurst Regional - NSW),Poor,,,,,,,
10983,Colo (Hawkesbury - NSW),Poor,,,,,,,
10984,Colo Heights,Good,,,,,,,
10985,Colo Vale,Acceptable,,,,,,,
10986,Colongra,Good,,,,,,,
10987,Colyton,Good,,,,,,,
10988,Comara,Poor,,,,,,,
10989,Combaning,Poor,,,,,,,
10990,Combara,Poor,,,,,,,
10991,Comberton,Poor,,,,,,,
10992,Comboyne,Good,,,,,,,
10993,Come By Chance,Poor,,,,,,,
10994,Comerong Island,Poor,,,,,,,
10995,Commissioners Creek,Poor,,,,,,,
10996,Como (NSW),Good,,,,,,,
10997,Comobella,Good,,,,,,,
10998,Conargo,Poor,,,,,,,
10999,Concord,Good,,,,,,,
11000,Concord West,Good,,,,,,,
11001,Condell Park,Good,,,,,,,
11002,Condobolin,Good,,,,,,,
11003,Condong,Good,,,,,,,
11004,Coneac,Poor,,,,,,,
11005,Congarinni,Poor,,,,,,,
11006,Congarinni North,Good,,,,,,,
11007,Congewai,Poor,,,,,,,
11008,Congo,Good,,,,,,,
11009,Conimbia,Poor,,,,,,,
11010,Coniston,Good,,,,,,,
11011,Conjola,Poor,,,,,,,
11012,Conjola Park,Good,,,,,,,
11013,Connells Point,Good,,,,,,,
11014,Constitution Hill,Good,,,,,,,
11015,Coogee (NSW),Good,,,,,,,
11016,Cookamidgera,Poor,,,,,,,
11017,Cookardinia,Poor,,,,,,,
11018,Cooks Gap,Good,,,,,,,
11019,Cooks Hill,Acceptable,,,,,,,
11020,Cooks Myalls,Poor,,,,,,,
11021,Coolabah,Poor,,,,,,,
11022,Coolac,Poor,,,,,,,
11023,Coolagolite,Good,,,,,,,
11024,Coolah,Good,,,,,,,
11025,Coolamon,Good,,,,,,,
11026,Coolangatta (NSW),Good,,,,,,,
11027,Coolangubra,Poor,,,,,,,
11028,Coolatai,Poor,,,,,,,
11029,Cooleman,Poor,,,,,,,
11030,Cooleys Creek,Poor,,,,,,,
11031,Coolgardie (NSW),Poor,,,,,,,
11032,Coolongolook,Acceptable,,,,,,,
11033,Coolringdon,Poor,,,,,,,
11034,Coolumbooka,Poor,,,,,,,
11035,Coolumburra,Poor,,,,,,,
11036,Cooma (NSW),Good,,,,,,,
11037,Coomba Bay,Poor,,,,,,,
11038,Coomba Park,Acceptable,,,,,,,
11039,Coombadjha,Poor,,,,,,,
11040,Coombell,Poor,,,,,,,
11041,Coomealla,Acceptable,,,,,,,
11042,Coomoo Coomoo,Poor,,,,,,,
11043,Coonabarabran,Good,,,,,,,
11044,Coonamble,Good,,,,,,,
11045,Coongbar,Poor,,,,,,,
11046,Cooperabung,Poor,,,,,,,
11047,Coopernook,Acceptable,,,,,,,
11048,Coopers Gully,Poor,,,,,,,
11049,Coopers Shoot,Poor,,,,,,,
11050,Cooplacurripa,Poor,,,,,,,
11051,Coorabell,Good,,,,,,,
11052,Cooranbong,Good,,,,,,,
11053,Cootamundra,Good,,,,,,,
11054,Cootralantra,Poor,,,,,,,
11055,Cooyal,Poor,,,,,,,
11056,Copacabana,Good,,,,,,,
11057,Cope,Poor,,,,,,,
11058,Copeland,Poor,,,,,,,
11059,Copeton,Poor,,,,,,,
11060,Copmanhurst,Poor,,,,,,,
11061,Coppabella (NSW),Poor,,,,,,,
11062,Copperhannia,Poor,,,,,,,
11063,Coraki,Acceptable,,,,,,,
11064,Coralville,Good,,,,,,,
11065,Coramba,Good,,,,,,,
11066,Corang,Poor,,,,,,,
11067,Corangula,Poor,,,,,,,
11068,Corbie Hill,Good,,,,,,,
11069,Cordeaux,Poor,,,,,,,
11070,Cordeaux Heights,Good,,,,,,,
11071,Coree,Poor,,,,,,,
11072,Coreen,Poor,,,,,,,
11073,Corindi Beach,Good,,,,,,,
11074,Corinella (NSW),Poor,,,,,,,
11075,Corlette,Good,,,,,,,
11076,Corndale (NSW),Good,,,,,,,
11077,Corney Town,Poor,,,,,,,
11078,Cornwallis,Poor,,,,,,,
11079,Corobimilla,Poor,,,,,,,
11080,Corowa,Good,,,,,,,
11081,Corrabare,Poor,,,,,,,
11082,Corrimal,Good,,,,,,,
11083,Corrong,Poor,,,,,,,
11084,Corrowong,Poor,,,,,,,
11085,Corunna,Poor,,,,,,,
11086,Cottage Point,Good,,,,,,,
11087,Cottonvale (NSW),Poor,,,,,,,
11088,Cougal,Poor,,,,,,,
11089,Countegany,Poor,,,,,,,
11090,Courabyra,Poor,,,,,,,
11091,Couradda,Poor,,,,,,,
11092,Couragago,Poor,,,,,,,
11093,Couridjah,Good,,,,,,,
11094,Coutts Crossing,Good,,,,,,,
11095,Cow Flat,Poor,,,,,,,
11096,Cowabbie,Poor,,,,,,,
11097,Cowan,Good,,,,,,,
11098,Cowper,Poor,,,,,,,
11099,Cowra,Good,,,,,,,
11100,Coxs Creek,Poor,,,,,,,
11101,Coxs Crown,Poor,,,,,,,
11102,Crabbes Creek,Good,,,,,,,
11103,Crackenback,Poor,,,,,,,
11104,Craigie (NSW),Poor,,,,,,,
11105,Cranebrook,Good,,,,,,,
11106,Crangan Bay,Poor,,,,,,,
11107,Craven,Poor,,,,,,,
11108,Craven Plateau,Poor,,,,,,,
11109,Crawford River,Poor,,,,,,,
11110,Crawney,Poor,,,,,,,
11111,Creewah,Poor,,,,,,,
11112,Cremorne (NSW),Good,,,,,,,
11113,Cremorne Point,Acceptable,,,,,,,
11114,Crescent Head,Good,,,,,,,
11115,Crestwood,Good,,,,,,,
11116,Cringila,Good,,,,,,,
11117,Croki,Poor,,,,,,,
11118,Cromer (NSW),Good,,,,,,,
11119,Cronulla,Good,,,,,,,
11120,Crooble,Poor,,,,,,,
11121,Croobyar,Poor,,,,,,,
11122,Crooked Corner,Poor,,,,,,,
11123,Crookwell,Good,,,,,,,
11124,Croom,Poor,,,,,,,
11125,Croppa Creek,Poor,,,,,,,
11126,Cross Roads (NSW),Poor,,,,,,,
11127,Crosslands,Good,,,,,,,
11128,Croudace Bay,Good,,,,,,,
11129,Crowdy Bay National Park,Good,,,,,,,
11130,Crowdy Head,Poor,,,,,,,
11131,Crows Nest (NSW),Acceptable,,,,,,,
11132,Crowther,Poor,,,,,,,
11133,Crowther Island,Poor,,,,,,,
11134,Croydon (NSW),Good,,,,,,,
11135,Croydon Park (NSW),Good,,,,,,,
11136,Crudine,Poor,,,,,,,
11137,Cryon,Poor,,,,,,,
11138,Crystal Creek (NSW),Poor,,,,,,,
11139,Cubba,Poor,,,,,,,
11140,Cudal,Good,,,,,,,
11141,Cudgegong,Poor,,,,,,,
11142,Cudgel,Poor,,,,,,,
11143,Cudgen,Good,,,,,,,
11144,Cudgera Creek,Poor,,,,,,,
11145,Cudmirrah,Good,,,,,,,
11146,Culburra Beach,Good,,,,,,,
11147,Culcairn,Good,,,,,,,
11148,Cullen Bullen,Acceptable,,,,,,,
11149,Cullenbone,Poor,,,,,,,
11150,Cullendore,Poor,,,,,,,
11151,Cullerin,Poor,,,,,,,
11152,Cullivel,Poor,,,,,,,
11153,Culmaran Creek,Poor,,,,,,,
11154,Cumbalum,Acceptable,,,,,,,
11155,Cumbandry,Poor,,,,,,,
11156,Cumberland Reach,Good,,,,,,,
11157,Cumbo,Poor,,,,,,,
11158,Cumborah,Good,,,,,,,
11159,Cumnock,Acceptable,,,,,,,
11160,Cundle Flat,Poor,,,,,,,
11161,Cundletown,Good,,,,,,,
11162,Cundumbul,Poor,,,,,,,
11163,Cunjurong Point,Poor,,,,,,,
11164,Cunningar,Poor,,,,,,,
11165,Cunninyeuk,Poor,,,,,,,
11166,Curban,Poor,,,,,,,
11167,Curl Curl,Good,,,,,,,
11168,Curlew Waters,Poor,,,,,,,
11169,Curlewis (NSW),Acceptable,,,,,,,
11170,Curlwaa,Good,,,,,,,
11171,Curra Creek,Poor,,,,,,,
11172,Currabubula,Good,,,,,,,
11173,Curragh,Poor,,,,,,,
11174,Curramore (NSW),Acceptable,,,,,,,
11175,Currans Hill,Good,,,,,,,
11176,Currarong,Good,,,,,,,
11177,Currawang,Poor,,,,,,,
11178,Currawarna,Poor,,,,,,,
11179,Curraweela,Poor,,,,,,,
11180,Curricabark,Poor,,,,,,,
11181,Currowan,Poor,,,,,,,
11182,Cuttabri,Poor,,,,,,,
11183,Cuttagee,Poor,,,,,,,
11184,Dabee,Poor,,,,,,,
11185,Daceyville,Good,,,,,,,
11186,Dairy Arm,Poor,,,,,,,
11187,Dairy Flat,Poor,,,,,,,
11188,Dairymans Plains,Poor,,,,,,,
11189,Daleys Point,Good,,,,,,,
11190,Dalgety,Good,,,,,,,
11191,Dalmeny,Good,,,,,,,
11192,Dalmorton,Poor,,,,,,,
11193,Dalswinton,Poor,,,,,,,
11194,Dalton,Poor,,,,,,,
11195,Dalwood (Ballina - NSW),Good,,,,,,,
11196,Dalwood (Singleton - NSW),Poor,,,,,,,
11197,Dandaloo,Poor,,,,,,,
11198,Dandry,Good,,,,,,,
11199,Dangar Island,Good,,,,,,,
11200,Dangarsleigh,Poor,,,,,,,
11201,Dangelong,Poor,,,,,,,
11202,Dapto,Good,,,,,,,
11203,Darawank,Good,,,,,,,
11204,Darbalara,Poor,,,,,,,
11205,Darbys Falls,Poor,,,,,,,
11206,Dareton,Good,,,,,,,
11207,Dargan,Good,,,,,,,
11208,Dark Corner,Poor,,,,,,,
11209,Darkes Forest,Poor,,,,,,,
11210,Darkwood,Poor,,,,,,,
11211,Darling Point,Good,,,,,,,
11212,Darlinghurst,Good,,,,,,,
11213,Darlington (Singleton - NSW),Acceptable,,,,,,,
11214,Darlington (Sydney - NSW),Good,,,,,,,
11215,Darlington Point,Acceptable,,,,,,,
11216,Darlow,Poor,,,,,,,
11217,Dartbrook,Poor,,,,,,,
11218,Daruka,Good,,,,,,,
11219,Davidson,Acceptable,,,,,,,
11220,Davis Creek,Poor,,,,,,,
11221,Davistown,Good,,,,,,,
11222,Dawes Point,Acceptable,,,,,,,
11223,Daysdale,Poor,,,,,,,
11224,Dean Park,Good,,,,,,,
11225,Deauville,Poor,,,,,,,
11226,Debenham,Poor,,,,,,,
11227,Dee Why,Good,,,,,,,
11228,Deep Creek (Clarence Valley - NSW),Poor,,,,,,,
11229,Deep Creek (Kempsey - NSW),Poor,,,,,,,
11230,Deep Creek (Kyogle - NSW),Poor,,,,,,,
11231,Deepwater (NSW),Acceptable,,,,,,,
11232,Deer Vale,Poor,,,,,,,
11233,Delegate,Acceptable,,,,,,,
11234,Delungra,Acceptable,,,,,,,
11235,Denham Court,Good,,,,,,,
11236,Denhams Beach,Good,,,,,,,
11237,Deniliquin,Good,,,,,,,
11238,Denistone,Good,,,,,,,
11239,Denistone East,Good,,,,,,,
11240,Denistone West,Good,,,,,,,
11241,Denman,Good,,,,,,,
11242,Depot Beach,Poor,,,,,,,
11243,Derriwong,Poor,,,,,,,
11244,Deua,Poor,,,,,,,
11245,Deua River Valley,Poor,,,,,,,
11246,Devils Hole,Poor,,,,,,,
11247,Dewitt,Poor,,,,,,,
11248,Dharruk,Good,,,,,,,
11249,Dhulura,Poor,,,,,,,
11250,Dhuragoon,Poor,,,,,,,
11251,Diamond Beach,Good,,,,,,,
11252,Diamond Head,Acceptable,,,,,,,
11253,Diehard,Poor,,,,,,,
11254,Diggers Camp,Poor,,,,,,,
11255,Dignams Creek,Poor,,,,,,,
11256,Dilkoon,Poor,,,,,,,
11257,Dilpurra,Poor,,,,,,,
11258,Dingo Forest,Poor,,,,,,,
11259,Dinoga,Poor,,,,,,,
11260,Dirnaseer,Poor,,,,,,,
11261,Dirty Creek,Poor,,,,,,,
11262,Dobies Bight,Poor,,,,,,,
11263,Doctor George Mountain,Poor,,,,,,,
11264,Doctors Gap,Poor,,,,,,,
11265,Dog Rocks,Poor,,,,,,,
11266,Dolans Bay,Acceptable,,,,,,,
11267,Dolls Point,Acceptable,,,,,,,
11268,Dollys Flat,Poor,,,,,,,
11269,Dolphin Point,Good,,,,,,,
11270,Dombarton,Poor,,,,,,,
11271,Donald Creek,Poor,,,,,,,
11272,Dondingalong,Good,,,,,,,
11273,Doon Doon,Poor,,,,,,,
11274,Doonbah,Acceptable,,,,,,,
11275,Doonside,Good,,,,,,,
11276,Dooralong,Poor,,,,,,,
11277,Dora Creek,Good,,,,,,,
11278,Dorrigo,Acceptable,,,,,,,
11279,Dorrigo Mountain,Poor,,,,,,,
11280,Dorroughby,Poor,,,,,,,
11281,Double Bay,Good,,,,,,,
11282,Doubtful Creek,Poor,,,,,,,
11283,Douglas Park,Acceptable,,,,,,,
11284,Dover Heights,Good,,,,,,,
11285,Downside,Poor,,,,,,,
11286,Doyalson,Good,,,,,,,
11287,Doyalson North,Good,,,,,,,
11288,Doyles Creek,Poor,,,,,,,
11289,Doyles River,Poor,,,,,,,
11290,Drake,Good,,,,,,,
11291,Drildool,Poor,,,,,,,
11292,Dripstone,Poor,,,,,,,
11293,Drummoyne,Good,,,,,,,
11294,Dry Creek (NSW),Poor,,,,,,,
11295,Dry Plain,Poor,,,,,,,
11296,Dubbo,Good,,,,,,,
11297,Duck Creek,Poor,,,,,,,
